method,metric,mean,std,ci95_low,ci95_high,n_folds
fixed_4g_4l,slice_class_1_support,141.6,48.59276842141373,117.00866624194612,166.19133375805387,15
fixed_4g_4l,slice_class_2_precision,0.47546711527466884,0.13924311301894496,0.40252711214080605,0.5484071184085316,14
fixed_4g_4l,slice_class_2_recall,0.30160084306552887,0.24333186361529988,0.17845792969539587,0.42474375643566187,15
fixed_4g_4l,slice_class_2_f1,0.2903687547161646,0.15698997794942807,0.21092086422053627,0.3698166452117929,15
fixed_4g_4l,slice_class_2_support,285.2,96.821042577088,236.2017920327692,334.1982079672308,15
fixed_4g_4l,slice_class_3_precision,0.3247847626233396,0.06971846935379886,0.28950234911457584,0.3600671761321034,15
fixed_4g_4l,slice_class_3_recall,0.3487350007559019,0.2297357390870102,0.23247267573158326,0.46499732578022057,15
fixed_4g_4l,slice_class_3_f1,0.2875640212303475,0.11908868995350008,0.2272968288765698,0.3478312135841253,15
fixed_4g_4l,slice_class_3_support,186.0,37.981198356179185,166.77886163620894,205.22113836379106,15
fixed_4g_4l,patient_accuracy,0.3047795251310515,0.07796095690306437,0.2653258373996964,0.3442332128624066,15
fixed_4g_4l,patient_balanced_accuracy,0.33029327884591037,0.06715880614137187,0.29630623364831415,0.3642803240435066,15
fixed_4g_4l,patient_macro_precision,0.3514724321277468,0.14249755464237465,0.2793587197430676,0.42358614451242604,15
fixed_4g_4l,patient_macro_recall,0.33029327884591037,0.06715880614137187,0.29630623364831415,0.3642803240435066,15
fixed_4g_4l,patient_macro_f1,0.23987366175322272,0.09196922051844199,0.19333081452082657,0.2864165089856189,15
fixed_4g_4l,patient_weighted_f1,0.23444999971106803,0.1024880778591169,0.18258387619660063,0.2863161232255354,15
fixed_4g_4l,patient_mcc,-0.014120210460885862,0.13187244460955963,-0.08085687528229317,0.05261645436052144,15
fixed_4g_4l,patient_macro_auroc,0.5083922667844012,0.07218742830744641,0.4718603876527377,0.5449241459160646,15
fixed_4g_4l,patient_macro_auprc,0.37951892334493864,0.06140169684012737,0.34844537743762183,0.41059246925225545,15
fixed_4g_4l,patient_class_1_sensitivity,0.3653284726968938,0.34220125214159824,0.19215074528571774,0.5385062001080698,15
fixed_4g_4l,patient_class_1_specificity,0.6006408502098157,0.3452583184445347,0.42591603379304843,0.775365666626583,15
fixed_4g_4l,patient_class_2_sensitivity,0.311002024291498,0.3265375899690908,0.14575120363766134,0.4762528449453346,15
fixed_4g_4l,patient_class_2_specificity,0.673963589617448,0.3623915040448048,0.49056818498102994,0.857358994253866,15
fixed_4g_4l,patient_class_3_sensitivity,0.3145493395493395,0.3583804213460659,0.13318382282793842,0.4959148562707406,15
fixed_4g_4l,patient_class_3_specificity,0.7117381224591852,0.3219306735129715,0.5488187232050393,0.8746575217133311,15
fixed_4g_4l,patient_class_1_precision,0.3713640958775855,0.22268656683011948,0.25471373859745117,0.48801445315771985,14
fixed_4g_4l,patient_class_1_recall,0.3653284726968938,0.34220125214159824,0.19215074528571774,0.5385062001080698,15
fixed_4g_4l,patient_class_1_f1,0.27383666531760903,0.19051647879251696,0.1774220244441868,0.37025130619103125,15
fixed_4g_4l,patient_class_1_support,16.4,3.5010202594590707,14.628239293809685,18.171760706190312,15
fixed_4g_4l,patient_class_2_precision,0.4295085783669375,0.25457495663705937,0.28546923701846083,0.5735479197154142,12
fixed_4g_4l,patient_class_2_recall,0.311002024291498,0.3265375899690908,0.14575120363766134,0.4762528449453346,15
fixed_4g_4l,patient_class_2_f1,0.2422754045238946,0.164552219329849,0.1590004918645538,0.32555031718323535,15
fixed_4g_4l,patient_class_2_support,17.8,4.693460496112802,15.424781273229769,20.175218726770233,15
fixed_4g_4l,patient_class_3_precision,0.23784271284271286,0.1843620286395119,0.13762237244915065,0.33806305323627506,13
fixed_4g_4l,patient_class_3_recall,0.3145493395493395,0.3583804213460659,0.13318382282793842,0.4959148562707406,15
fixed_4g_4l,patient_class_3_f1,0.20350891541816468,0.17858370310645244,0.11313309223488026,0.2938847386014491,15
fixed_4g_4l,patient_class_3_support,12.4,2.4142434484888695,11.1782242431608,13.6217757568392,15
fixed_4g_4l,small_slice_macro_f1,0.27948329990807824,0.06831681392393005,0.24491022191588285,0.31405637790027363,15
fixed_4g_4l,medium_slice_macro_f1,0.27838466237219944,0.05865783940632053,0.24869969991322813,0.30806962483117073,15
fixed_4g_4l,large_slice_macro_f1,0.23887509616848682,0.07536621856950702,0.20073452720867319,0.27701566512830045,15
random_allocation,slice_accuracy,0.31005690533252056,0.0584118819324986,0.2804964145290143,0.3396173961360268,15
random_allocation,slice_balanced_accuracy,0.3333642180324213,0.021615978602823865,0.32242502354736813,0.3443034125174744,15
random_allocation,slice_macro_precision,0.325774142324525,0.05114335796658654,0.299892032164493,0.351656252484557,15
random_allocation,slice_macro_recall,0.3333642180324213,0.021615978602823865,0.32242502354736813,0.3443034125174744,15
random_allocation,slice_macro_f1,0.271296111848191,0.056179573658462524,0.24286532489982662,0.29972689879655545,15
random_allocation,slice_weighted_f1,0.27343675827117125,0.07750771814567282,0.23421244099795596,0.31266107554438655,15
random_allocation,slice_mcc,-0.001416469470629192,0.037402258664139335,-0.020344623926418344,0.01751168498515996,15
random_allocation,slice_macro_auroc,0.5032148213971994,0.020918087017914654,0.4926288087836257,0.5138008340107731,15
random_allocation,slice_macro_auprc,0.3428165909262662,0.015175335486430843,0.3351368115689574,0.350496370283575,15
random_allocation,slice_class_1_sensitivity,0.4075867244333987,0.23400963663587543,0.28916150882914027,0.5260119400376572,15
random_allocation,slice_class_1_specificity,0.5870136170749919,0.22591492711550287,0.4726848896922659,0.7013423444577178,15
random_allocation,slice_class_2_sensitivity,0.27208446599423797,0.23764343921778017,0.15182029255725146,0.39234863943122444,15
random_allocation,slice_class_2_specificity,0.7201157401715291,0.25142309995789797,0.5928780962503284,0.8473533840927299,15
random_allocation,slice_class_3_sensitivity,0.32042146366962726,0.21962762746911427,0.2092745489117836,0.4315683784274709,15
